RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,OperationSince,AverageSpeed,AverageTripDuration,OperatingCostPerPassenger,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Saturday - 19:00-23:59,MaxRidership,year,Q
11186,186,2,תנופה,פרוזדור ירושלים,י-ם,בית מאיר,ירושלים,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,2,23.4,1091.4,0.6,15,מעל שנה וחצי,41.33,33.97,15.75,8,48,106.9,621.1,12.9,11.2,11.6,33.8,9.4,10.2,8.4,11.6,17.2,11.9,ימי חול - 12:00-14:59,2023,2
11188,188,1,סופרבוס,העמקים,מטרופולין חיפה,חיפה,יקנעם עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,25.8,3015.91,0.8,32,מעל שנה וחצי,38.95,39.74,11.48,20,117,454.9,2429.7,20.8,23.3,12.9,30.7,17.5,20.2,9.9,11.6,16.4,7.2,ימי חול - 12:00-14:59,2023,2
11188,188,2,סופרבוס,העמקים,מטרופולין חיפה,יקנעם עילית,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,25.9,2020.12,0.6,31,מעל שנה וחצי,42.65,36.44,15.06,12,78,199.5,1132.5,14.5,28.1,19.2,24.214725621792326,18.0,3.4,11.7,20.4,16.218540772532176,5.8,ימי חול - 06:00-08:59,2023,2
11189,189,1,תנופה,פרוזדור ירושלים,י-ם,ירושלים,קרית יערים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,18.1,6520.66,1.4,20,מעל שנה וחצי,29.49,36.83,8.49,62,360,1671.3,9364.9,26.0,15.7,20.9,40.8,21.0,27.7,10.6,22.4,34.9,10.7,שישי - 04:00-05:59,2023,2
11189,189,2,תנופה,פרוזדור ירושלים,י-ם,קרית יערים,ירושלים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,19.7,7266.22,1.2,21,מעל שנה וחצי,29.24,40.42,10.24,62,362,1523.8,8570.6,23.7,22.4,29.8,39.8,18.7,21.5,16.7,20.7,25.7,18.4,ימי חול - 12:00-14:59,2023,2
11190,190,1,תנופה,פרוזדור ירושלים,י-ם,קרית יערים,בני ברק,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,59.6,1429.75,0.2,30,מעל שנה וחצי,37.66,94.95,43.49,4,24,48.4,314.4,13.1,13.712044943820235,11.687533156498679,12.4,0.1,23.4,9.291028295376123,11.043759177679885,16.1,20.1,ימי חול - 19:00-23:59,2023,2
11190,190,2,תנופה,פרוזדור ירושלים,י-ם,בני ברק,קרית יערים,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,57.9,1388.69,0.2,29,מעל שנה וחצי,35.03,99.17,59.78,4,24,31.9,238.9,10.0,9.60788732394368,9.594695863746958,6.1,3.2,19.1,9.291028295376123,10.550672645739894,25.3,13.8,שישי - 12:00-14:59,2023,2
11191,191,1,תנופה,פרוזדור ירושלים,י-ם,קרית יערים,מודיעין עילית,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,31.3,657.87,0.3,14,מעל שנה וחצי,44.7,42.01,26.84,3,21,22.8,197.2,9.4,6.321761658031091,9.594695863746958,6.7,14.5,8.94860279441117,1.0,7.128089887640444,11.6,29.5,שבת - 19:00-23:59,2023,2
11191,191,2,תנופה,פרוזדור ירושלים,י-ם,מודיעין עילית,קרית יערים,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,32.1,673.39,0.3,12,מעל שנה וחצי,40.02,48.13,32.98,3,21,19.5,183.9,8.8,4.0,9.594695863746958,10.9,4.6,6.2592178770949705,2.0,7.128089887640444,58.8,10.6,שישי - 12:00-14:59,2023,2
11194,194,1,קווים,ביתר עילית ועמק האלה,י-ם,ירושלים,מטע,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,50.9,814.59,0.3,51,מעל שנה וחצי,36.93,82.7,33.43,3,16,44.5,237.5,14.8,13.712044943820235,11.687533156498679,20.3,16.8,7.2,9.291028295376123,11.043759177679885,14.4,14.233083645443195,ימי חול - 12:00-14:59,2023,2
11194,194,2,קווים,ביתר עילית ועמק האלה,י-ם,מטע,ירושלים,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,45.1,722.34,0.1,49,מעל שנה וחצי,39.9,67.82,68.39,3,16,18.4,95.2,6.0,6.321761658031091,6.5030432461292,9.4,5.367897635244573,2.3,3.711111111111119,4.310553715097019,6.269885496183187,1.9195826645264853,ימי חול - 12:00-14:59,2023,2
11198,198,1,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,בית שמש,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,36.1,36.15,0.1,78,מעל שנה וחצי,45.41,47.7,84.18,0,1,0.0,3.4,3.4,2.3485965647256006,4.125541619156209,7.71371841155235,2.6176141257536627,1.689099054255849,1.5951467710371834,1.5982206405693988,2.102547770700643,0.6511244377811086,שישי - 04:00-05:59,2023,2
11198,198,2,קווים,ביתר עילית ועמק האלה,י-ם,בית שמש,ביתר עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,36.1,396.76,0.3,72,מעל שנה וחצי,41.49,52.21,29.18,2,11,19.1,118.1,10.7,13.712044943820235,9.594695863746958,10.472624798711744,2.6176141257536627,0.0,9.291028295376123,10.550672645739894,11.536925619834681,3.5133024487094677,שישי - 04:00-05:59,2023,2
11199,199,2,קווים,ביתר עילית ועמק האלה,י-ם,בני ברק,ביתר עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,88.1,3348.37,0.2,60,מעל שנה וחצי,46.45,113.8,35.84,7,38,131.2,724.0,19.1,21.137682926829275,15.31756889763779,33.64434845212385,17.091427130610164,9.2,13.487558808154704,14.879926672777264,16.218540772532176,0.0,ימי חול - 19:00-23:59,2023,2
11200,200,1,קווים,חשמונאים,י-ם,מודיעין עילית,בני ברק,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,48.8,341.28,4.4,55,מעל שנה וחצי,41.68,70.25,1.98,1,7,294.3,1492.1,213.2,85.33884297520662,81.05434782608694,63.6909090909091,50.00407407407404,67.96678832116787,63.91036585365851,67.83795620437955,64.4464354527938,0.0,ימי חול - 04:00-05:59,2023,2
11200,200,2,קווים,חשמונאים,י-ם,בני ברק,מודיעין עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,48.9,586.94,1.5,53,מעל שנה וחצי,39.97,73.41,6.12,2,12,162.8,864.0,72.0,34.2,59.83186813186812,63.6909090909091,50.00407407407404,67.96678832116787,38.8,67.83795620437955,64.4464354527938,36.333624454148435,שישי - 06:00-08:59,2023,2
11201,201,1,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,פתח תקווה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,41.4,1325.89,0.4,35,מעל שנה וחצי,31.41,79.08,28.44,6,32,104.6,533.8,16.7,20.0,15.31756889763779,6.5,9.6,8.840393013100424,5.6,11.043759177679885,5.2,6.5639368524913655,ימי חול - 04:00-05:59,2023,2
11201,201,2,קווים,חשמונאים,י-ם,פתח תקווה,מודיעין מכבים רעות,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,40.8,693.29,0.3,38,מעל שנה וחצי,31.61,77.44,40.1,3,17,37.2,197.0,11.6,13.712044943820235,5.7,16.018943298969074,15.8,5.421516474791588,4.8,7.128089887640444,6.2,3.5133024487094677,ימי חול - 15:00-18:59,2023,2
11202,202,1,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,פתח תקווה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,40.6,2641.99,0.3,23,מעל שנה וחצי,41.06,59.33,29.97,13,65,154.4,772.0,11.9,29.1,10.2,11.2,3.1,3.1,13.31399548532732,10.550672645739894,11.536925619834681,3.5133024487094677,ימי חול - 06:00-08:59,2023,2
11202,202,2,קווים,חשמונאים,י-ם,פתח תקווה,מודיעין מכבים רעות,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,40.2,2815.19,0.3,25,מעל שנה וחצי,42.07,57.33,29.45,14,70,163.5,817.5,11.7,4.0,4.8,20.4,16.9,10.9,3.711111111111119,7.128089887640444,19.144073139974807,6.5639368524913655,ימי חול - 12:00-14:59,2023,2
11205,205,1,אגד,רחובות פרברי,גוש דן,חולון,רחובות,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.4,1345.98,1.7,45,מעל שנה וחצי,19.54,68.78,10.96,12,60,451.7,2258.5,37.6,37.17713815789475,36.43865096359746,38.0,37.4,35.1816599732262,25.368219178082185,40.1033232628399,46.89999999999999,23.00598503740646,ימי חול - 12:00-14:59,2023,2
11205,205,2,אגד,רחובות פרברי,גוש דן,רחובות,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,21.3,1595.18,1.8,43,מעל שנה וחצי,17.43,73.32,11.69,15,75,564.4,2822.0,37.6,50.2,22.4,38.7,20.4,35.1816599732262,28.408083140877576,33.42490706319698,46.89999999999999,23.00598503740646,ימי חול - 06:00-08:59,2023,2
11206,206,3,ירושלים-אלווסט איחוד,ג'בל מוכבר - אל עזריה,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,14.9,4107.16,3.2,49,מעל שנה וחצי,14.6,61.23,7.89,42,281,2088.8,13085.8,46.6,53.0,52.6,77.2,28.8,39.3,14.9,36.2,63.3,34.1,שבת - 12:00-14:59,2023,2
11207,207,3,ירושלים - עיסאוויה מחנה שעפאט איחוד,עיסאוויה-שועפט,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,11.1,4322.98,3.3,26,מעל שנה וחצי,10.62,62.71,10.3,59,387,2283.7,14141.1,36.5,41.9,43.4,59.6,23.7,27.4,15.0,28.8,66.7,25.5,שבת - 12:00-14:59,2023,2
11209,209,1,אגד תעבורה,עוטף ירושלים,י-ם,ירושלים,מעלה אדומים,עירוני,מקומי מאסף,לילה,עירוני,אוטובוס,1,33.0,494.91,0.4,83,מעל שנה וחצי,33.63,58.88,27.47,0,15,10.9,192.9,12.9,13.712044943820235,11.687533156498679,16.018943298969074,6.2868544600938945,0.0,9.291028295376123,10.550672645739894,11.536925619834681,0.0,ימי חול - 19:00-23:59,2023,2
11209,209,2,אגד תעבורה,עוטף ירושלים,י-ם,מעלה אדומים,ירושלים,עירוני,מקומי מאסף,לילה,עירוני,אוטובוס,1,34.7,138.78,0.1,77,מעל שנה וחצי,37.1,56.12,79.23,0,4,1.6,17.0,4.2,6.321761658031091,4.125541619156209,7.71371841155235,2.6176141257536627,0.0,3.711111111111119,4.310553715097019,6.269885496183187,0.0,ימי חול - 19:00-23:59,2023,2
11210,210,1,קווים,חשמונאים,י-ם,מודיעין עילית,בני ברק,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,3,45.5,7397.4,0.6,53,מעל שנה וחצי,28.18,96.88,20.4,26,164,808.9,4673.1,28.5,21.1,43.5,34.1,24.8,37.6,13.7,18.8,34.2,25.0,ימי חול - 09:00-11:59,2023,2
11210,210,2,קווים,חשמונאים,י-ם,בני ברק,מודיעין עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,3,46.1,7155.58,0.6,51,מעל שנה וחצי,31.74,87.15,19.21,24,156,711.2,4247.4,27.2,10.5,19.1,26.1,26.2,34.5,14.5,15.8,24.0,18.8,ימי חול - 19:00-23:59,2023,2
11213,213,1,אלקטרה אפיקים,"אשדוד-יבנה-ת""א",מרכז,אשדוד,יבנה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,24.4,732.15,0.9,30,מעל שנה וחצי,32.59,44.92,12.19,6,30,132.7,663.5,22.1,27.1,21.788584183673493,33.64434845212385,17.091427130610164,19.96353240152478,18.637945368171007,22.435102040816332,29.531224127735122,13.962365591397834,ימי חול - 06:00-08:59,2023,2
11213,213,2,אלקטרה אפיקים,"אשדוד-יבנה-ת""א",מרכז,יבנה,אשדוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,23.6,707.88,1.0,30,מעל שנה וחצי,26.36,53.72,14.15,6,30,136.7,683.5,22.8,21.137682926829275,21.788584183673493,33.64434845212385,20.6,26.36271050521249,13.487558808154704,22.435102040816332,29.531224127735122,31.48442906574395,ימי חול - 15:00-18:59,2023,2
11215,215,1,אגד תעבורה,עוטף ירושלים,י-ם,ירושלים,מטה בנימין,אזורי,מאסף,סדיר,עירוני,אוטובוס,1,25.9,2386.48,0.5,24,מעל שנה וחצי,39.06,39.78,19.29,16,92,210.9,1138.5,12.4,5.0,8.6,21.6,15.9,11.6,4.2,5.0,15.0,3.2,ימי חול - 12:00-14:59,2023,2
11215,215,2,אגד תעבורה,עוטף ירושלים,י-ם,מטה בנימין,ירושלים,אזורי,מאסף,סדיר,עירוני,אוטובוס,1,25.5,2473.4,0.4,23,מעל שנה וחצי,36.25,42.21,26.33,17,97,169.9,932.9,9.6,21.6,11.9,12.6,6.3,5.1,28.4,12.6,9.5,5.0,שישי - 06:00-08:59,2023,2
11216,216,1,אגד תעבורה,עוטף ירושלים,י-ם,ירושלים,מצפה יריחו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,21.0,2308.13,0.7,13,מעל שנה וחצי,50.03,25.18,9.61,19,110,307.2,1729.2,15.7,4.5,7.7,32.8,15.0,15.2,6.4,8.0,31.2,7.5,ימי חול - 12:00-14:59,2023,2
11216,216,2,אגד תעבורה,עוטף ירושלים,י-ם,מצפה יריחו,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,20.8,2308.7,0.5,14,מעל שנה וחצי,41.36,30.17,15.85,19,108,220.9,1233.5,11.4,19.7,9.2,16.0,7.3,8.7,12.5,19.0,10.4,11.7,ימי חול - 06:00-08:59,2023,2
11221,221,1,אגד,"רשל""צ עירוני",גוש דן,ראשון לציון,ראשון לציון,עירוני,מקומי מאסף,לילה,עירוני,אוטובוס,1,26.4,263.89,0.2,64,מעל שנה וחצי,24.67,64.21,67.35,0,10,5.0,57.2,5.7,6.321761658031091,6.5030432461292,7.71371841155235,2.6176141257536627,0.6,3.711111111111119,4.310553715097019,6.269885496183187,3.9,שבת - 19:00-23:59,2023,2
11221,221,2,אגד,"רשל""צ עירוני",גוש דן,ראשון לציון,ראשון לציון,עירוני,מקומי מאסף,לילה,עירוני,אוטובוס,1,24.4,244.13,0.2,52,מעל שנה וחצי,25.31,57.84,65.85,0,10,2.9,52.7,5.3,6.321761658031091,4.125541619156209,7.71371841155235,2.6176141257536627,0.0,3.711111111111119,4.310553715097019,6.269885496183187,0.0,ימי חול - 19:00-23:59,2023,2
11224,224,1,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,ירושלים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,27.8,83.33,0.3,44,מעל שנה וחצי,31.97,52.17,42.3,0,3,0.0,22.2,7.4,6.321761658031091,6.5030432461292,10.472624798711744,5.367897635244573,6.2592178770949705,3.711111111111119,7.128089887640444,6.4,9.4,שבת - 19:00-23:59,2023,2
11224,224,2,קווים,ביתר עילית ועמק האלה,י-ם,ירושלים,ביתר עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,28.0,139.94,0.3,44,מעל שנה וחצי,33.89,49.57,37.55,0,5,0.0,39.6,7.9,6.321761658031091,6.5030432461292,10.472624798711744,5.367897635244573,6.2592178770949705,3.711111111111119,7.128089887640444,6.269885496183187,7.6,שישי - 15:00-18:59,2023,2
11225,225,1,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,ירושלים,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,29.3,6264.85,0.6,52,מעל שנה וחצי,24.08,73.01,24.83,38,214,690.7,3775.1,17.6,20.1,26.3,27.9,10.7,15.7,19.6,11.8,18.2,10.0,ימי חול - 12:00-14:59,2023,2
11225,225,2,קווים,ביתר עילית ועמק האלה,י-ם,ירושלים,ביתר עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,29.0,6167.63,0.6,49,מעל שנה וחצי,26.42,65.86,22.38,38,213,690.6,3761.6,17.7,13.6,11.3,24.5,16.8,16.6,8.4,10.3,23.4,8.5,ימי חול - 12:00-14:59,2023,2
11228,228,1,אגד,"רשל""צ פרברי",מרכז,ראשון לציון,לוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,35.4,3182.49,0.0,49,לפני 12 חודשים,27.58,77.01,266.57,18,90,31.2,156.0,1.7,0.2,0.8,2.3,1.9,2.8,1.5951467710371834,1.5982206405693988,2.102547770700643,0.6511244377811086,ימי חול - 19:00-23:59,2023,2
11228,228,2,אגד,"רשל""צ פרברי",מרכז,לוד,ראשון לציון,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,33.3,3166.83,0.1,52,לפני 12 חודשים,24.9,80.24,169.4,19,95,54.0,270.0,2.8,3.1,1.8,3.7,3.2,1.689099054255849,1.5951467710371834,1.5982206405693988,2.102547770700643,0.6511244377811086,ימי חול - 12:00-14:59,2023,2
11229,229,1,מטרופולין,השרון,מרכז,כפר סבא,הרצליה,אזורי,מאסף,לילה,עירוני,אוטובוס,1,24.8,148.51,0.2,59,מעל שנה וחצי,25.5,58.35,74.49,0,6,1.6,28.2,4.7,6.321761658031091,4.125541619156209,7.71371841155235,2.6176141257536627,0.0,3.711111111111119,4.310553715097019,6.269885496183187,0.0,ימי חול - 19:00-23:59,2023,2
11229,229,2,מטרופולין,השרון,מרכז,הרצליה,כפר סבא,אזורי,מאסף,לילה,עירוני,אוטובוס,1,25.0,300.32,0.1,55,מעל שנה וחצי,30.04,49.93,143.23,0,12,1.3,25.1,2.1,2.3485965647256006,1.7671148459383716,2.852952755905508,1.016461438755672,0.0,1.5951467710371834,1.5982206405693988,2.102547770700643,0.0,ימי חול - 19:00-23:59,2023,2
11230,230,1,מטרופולין,השרון,מרכז,כפר סבא,תל אביב יפו,בינעירוני,מאסף,לילה,בינעירוני,אוטובוס,1,36.5,218.75,0.2,62,מעל שנה וחצי,24.79,88.34,89.33,0,6,2.4,35.6,5.9,6.321761658031091,6.5030432461292,7.71371841155235,2.6176141257536627,0.0,3.711111111111119,4.310553715097019,6.269885496183187,0.0,ימי חול - 19:00-23:59,2023,2
11230,230,2,מטרופולין,השרון,מרכז,תל אביב יפו,כפר סבא,בינעירוני,מאסף,לילה,בינעירוני,אוטובוס,1,35.8,500.54,0.2,59,מעל שנה וחצי,27.19,79.0,54.57,0,14,4.8,121.6,8.7,9.60788732394368,9.594695863746958,10.472624798711744,2.6176141257536627,0.0,9.291028295376123,10.550672645739894,11.536925619834681,0.0,ימי חול - 19:00-23:59,2023,2
11231,231,1,מטרופולין,השרון,מרכז,כפר סבא,תל אביב יפו,בינעירוני,מאסף,לילה,בינעירוני,אוטובוס,1,34.5,206.82,0.4,53,מעל שנה וחצי,27.08,76.44,36.84,0,6,6.1,74.7,12.4,13.712044943820235,11.687533156498679,16.018943298969074,2.6176141257536627,1.0,9.291028295376123,10.550672645739894,11.536925619834681,2.5,שבת - 19:00-23:59,2023,2
11231,231,2,מטרופולין,השרון,מרכז,תל אביב יפו,כפר סבא,בינעירוני,מאסף,לילה,בינעירוני,אוטובוס,1,34.3,411.11,0.1,55,מעל שנה וחצי,32.36,63.6,74.34,0,12,3.4,61.6,5.1,6.321761658031091,4.125541619156209,7.71371841155235,2.6176141257536627,0.0,3.711111111111119,4.310553715097019,6.269885496183187,0.0,ימי חול - 19:00-23:59,2023,2
11232,232,1,ירושלים-דרום איחוד,בית צפאפא-בית לחם,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,14.0,3352.08,1.4,38,מעל שנה וחצי,20.31,41.36,12.94,36,240,783.5,4601.5,19.2,12.2,14.1,38.1,23.6,13.3,3.0,6.6,28.0,11.9,ימי חול - 12:00-14:59,2023,2
11232,232,2,ירושלים-דרום איחוד,בית צפאפא-בית לחם,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,13.3,3337.0,1.4,34,מעל שנה וחצי,18.8,42.45,13.26,38,250,819.5,4801.9,19.2,31.8,20.1,29.2,11.4,5.9,7.8,18.7,25.2,1.9,ימי חול - 06:00-08:59,2023,2
11235,235,1,אגד,קריית שמונה עירוני,גולן גליל ועמקים,הגליל העליון,דן,אזורי,מאסף,לילה,עירוני,אוטובוס,1,14.5,116.23,0.1,20,מעל שנה וחצי,42.93,20.27,88.45,4,8,2.2,11.0,1.4,2.3485965647256006,1.7671148459383716,2.852952755905508,1.016461438755672,0.5,1.5951467710371834,1.5982206405693988,2.102547770700643,0.6511244377811086,ימי חול - 19:00-23:59,2023,2
11235,235,2,אגד,קריית שמונה עירוני,גולן גליל ועמקים,דן,הגליל העליון,אזורי,מאסף,לילה,עירוני,אוטובוס,1,14.7,117.29,0.1,17,מעל שנה וחצי,46.06,19.15,131.31,4,8,1.4,7.0,0.9,2.3485965647256006,1.7671148459383716,2.852952755905508,1.016461438755672,0.2,1.5951467710371834,1.5982206405693988,2.102547770700643,0.6511244377811086,ימי חול - 19:00-23:59,2023,2
11236,236,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.8,792.45,0.7,29,מעל שנה וחצי,19.87,47.71,24.47,10,50,117.0,585.0,11.7,10.0,9.1,19.0,7.6,5.421516474791588,9.291028295376123,10.550672645739894,11.536925619834681,3.5133024487094677,ימי חול - 12:00-14:59,2023,2
11236,236,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.3,766.3,1.1,29,מעל שנה וחצי,22.35,41.07,14.74,10,50,167.2,836.0,16.7,19.8,12.0,23.9,0.4,8.840393013100424,13.487558808154704,14.879926672777264,11.536925619834681,6.5639368524913655,ימי חול - 12:00-14:59,2023,2
11238,238,1,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,ירושלים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,18.5,444.1,1.9,11,מעל שנה וחצי,31.56,35.17,5.91,4,24,144.7,857.5,35.7,37.17713815789475,39.2,29.8,35.840995260663504,39.1,25.368219178082185,34.6,41.55944309927364,31.48442906574395,ימי חול - 09:00-11:59,2023,2
11238,238,2,קווים,ביתר עילית ועמק האלה,י-ם,ירושלים,ביתר עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,18.2,435.96,1.8,10,מעל שנה וחצי,29.54,36.97,6.66,4,24,138.3,799.7,33.3,30.9,29.2,39.2,25.801524188204112,39.0,31.8,22.3,33.91056105610561,31.48442906574395,ימי חול - 12:00-14:59,2023,2
11240,240,1,קווים,חשמונאים,י-ם,מודיעין עילית,בני ברק,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,4,48.1,6890.62,0.5,54,מעל שנה וחצי,29.52,97.76,27.02,22,145,491.7,3148.1,21.7,20.8,19.7,30.5,16.0,24.9,12.4,8.5,49.9,20.0,שישי - 12:00-14:59,2023,2
11240,240,2,קווים,חשמונאים,י-ם,בני ברק,מודיעין עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,47.6,6913.54,0.5,49,מעל שנה וחצי,30.77,92.82,26.04,23,146,508.1,3123.1,21.4,11.6,19.3,26.2,14.6,23.3,4.5,9.4,32.7,17.4,שישי - 12:00-14:59,2023,2
11247,247,1,סופרבוס,העמקים,מטרופולין חיפה,אום אל פחם,עפולה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,20.8,1975.43,0.2,19,מעל שנה וחצי,42.38,29.45,35.66,16,95,89.9,470.7,5.0,7.4,7.5,8.7,2.2,1.4,2.8,1.3,1.4,0.2,ימי חול - 12:00-14:59,2023,2
11247,247,2,סופרבוס,העמקים,מטרופולין חיפה,עפולה,אום אל פחם,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,21.0,1845.36,0.2,17,מעל שנה וחצי,37.88,33.26,52.94,15,88,62.7,331.7,3.8,1.6,3.9,7.0,3.9,3.7,0.5,1.7,3.5,0.3,ימי חול - 12:00-14:59,2023,2
11249,249,1,מטרופולין,השרון,מרכז,הוד השרון,תל אביב יפו,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,29.6,5889.6,0.6,31,מעל שנה וחצי,26.14,67.94,22.05,37,199,687.2,3678.8,18.5,27.0,20.6,23.3,13.8,9.3,13.3,25.4,29.7,6.6,שישי - 12:00-14:59,2023,2
11249,249,2,מטרופולין,השרון,מרכז,תל אביב יפו,הוד השרון,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,29.7,5940.2,0.6,31,מעל שנה וחצי,26.6,66.99,22.73,37,200,655.8,3536.8,17.7,13.8,9.1,30.7,19.1,19.2,9.2,13.7,38.7,8.8,שישי - 12:00-14:59,2023,2
11251,251,1,מטרופולין,בקעת אונו אלעד,גוש דן,אלעד,אשדוד,בינעירוני,,סדיר,,אוטובוס,2,66.8,4062.81,0.2,60,מעל שנה וחצי,31.94,125.49,53.65,12,60,168.4,842.0,14.0,18.5,7.4,16.9,13.6,11.0,13.487558808154704,14.879926672777264,19.144073139974807,14.233083645443195,ימי חול - 06:00-08:59,2023,2
11251,251,2,מטרופולין,בקעת אונו אלעד,גוש דן,אשדוד,אלעד,בינעירוני,,סדיר,,אוטובוס,2,65.4,3987.48,0.2,62,מעל שנה וחצי,36.6,107.21,43.2,12,60,178.7,893.5,14.9,28.5,12.5,16.4,9.7,12.4,13.31399548532732,14.879926672777264,19.144073139974807,14.233083645443195,ימי חול - 06:00-08:59,2023,2
11252,252,1,דן בדרום,צפון הנגב,הדרום,אשקלון,קרית גת,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,25.6,2280.18,0.9,22,מעל שנה וחצי,40.8,37.65,9.59,16,89,388.3,2097.1,23.6,15.8,22.3,40.1,18.8,35.9,21.9,18.6,29.0,8.3,ימי חול - 12:00-14:59,2023,2
11252,252,2,דן בדרום,צפון הנגב,הדרום,קרית גת,אשקלון,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,26.0,2313.2,0.9,22,מעל שנה וחצי,39.47,39.52,10.4,16,89,377.8,2028.8,22.8,23.9,29.1,32.7,19.2,21.2,20.3,16.6,25.4,7.6,ימי חול - 12:00-14:59,2023,2
11253,253,1,אגד תעבורה,עוטף ירושלים,י-ם,טנא,באר שבע,אזורי,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,33.5,1241.09,0.2,26,מעל שנה וחצי,37.59,53.47,50.23,6,37,42.9,236.3,6.4,8.8,6.1,12.7,7.1,1.0,3.6,4.2,2.4,4.2,ימי חול - 12:00-14:59,2023,2
11253,253,2,אגד תעבורה,עוטף ירושלים,י-ם,באר שבע,טנא,אזורי,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,34.5,1274.98,0.2,27,מעל שנה וחצי,41.98,49.31,54.95,6,37,34.8,199.2,5.4,6.0,4.9,7.71371841155235,8.8,5.0,3.8,6.0,4.9,0.6,ימי חול - 15:00-18:59,2023,2
